1girl,1个女孩
san diego (azur lane),圣地亚哥（碧蓝航线）
sariel (touhou),沙利尔（东方）
satomi (black scarecrow),satomi（黑色稻草人）
severed arm,断臂
shihou (g-o-s),时侯(gos)
shinekalta,辛卡尔塔
shiragiku hotaru,白菊萤
shirosuzu,白铃
shirt slip,衬衣
shoe removed,脱鞋
shoulder grab,肩抓
sonsaku hakufu,尊作白府
suguri,苏古里
suna (s73d),苏娜 (s73d)
suspenders gap,吊带间隙
terakoya,寺子屋
the witcher 3,巫师 3
wakasa yuuri,若狭勇利
watarai keiji,渡井敬司
weidashming,威达明
xter,xter
yaomai,yaomai
z/x,z/x
comic aun,漫画阿姨
crisis core final fantasy vii,危机核心最终幻想vii
demi-chan wa kataritai,黛米陈哇 kataritai
end of evangelion,新世纪福音战士的结束
flora (dq5),植物群 (dq5)
fujieda uzuki,藤枝小月
hand on another's penis,手放在别人的阴茎上
hitoribocchi no marumaru seikatsu,hitoribocchi no marumaru seikatsu
isedaichi ken,我不知道
ishimiso (ishimura),石矶（石村）
iws 2000 (girls' frontline),iws 2000（女子前线）
jonsun,某人
kentaurosu,健太郎
keyaki chimaki,榉木卷
knife holster,刀套
kvlen,克伦
majutsushi orphen,majutsushi orphen
mouri ran,毛里兰
nakamura hinato,中村日人
ole tower,老塔
oosaki shin'ya,大崎新也
oyakodon (sex),亲子丼（性）
ralts,拉尔茨
red mage,红法师
rin-sin,凛新
sakuyu,作汤
saori (blue archive),沙织（蓝色档案）
shiokonbu,盐昆布
shoe locker,鞋柜
so-bin,苏斌
suou-sensei,锁老师
tooo,太
winn,赢
xiao wu (douluo dalu),xiao wu (douluo dalu)
yatai,亚泰
airisubaka,爱里苏巴卡
amagiri (kancolle),胖的
arched soles,拱形鞋底
fjorm (fire emblem),峡湾（火徽）
gii,gii
girls und panzer ribbon no musha,女孩和装甲丝带没有穆沙
gouenji shuuya,刚圆寺书屋
gradient skirt,渐变裙
grey overalls,灰色工作服
harukara (7th dragon),harukara（第七龙）
hinase (cookie),日化（饼干）
hisae (hisae collect),hisae (hisae 收集)
hyakko,百子
kito (sorahate),Kito（空恨）
koyanskaya (assassin) (first ascension) (fate),koyanskaya（刺客）（第一次升天）（命运）
liduke,利杜克
lumo 1121,发光1121
medarot,梅达罗
minami koyogi,南小代木
mobius (honkai impact),mobius（本海冲击）
musha miko tomoe,musha miko tomoe
nia (nia4294),尼亚 (nia4294)
print sweater,印花毛衣
ram hachimin,拉姆八民
robin (arknights),知更鸟（方舟）
saint-louis (azur lane),圣路易斯（碧蓝航线）
satomura kyou,佐村镜
satoupote,萨图波特
see-through swimsuit,透视泳衣
splashbrush,飞溅刷
spongebob squarepants,海绵宝宝方裤
steve rogers,史蒂夫·罗杰斯
suien,水园
super saiyan blue,超级赛亚人蓝
tsukikage oyama,大山月影
wangchuan de quanyan,忘川的泉眼
yoruny,约鲁尼
ace trainer (pokemon),王牌训练师（口袋妖怪）
beige dress,beige dress
carnival phantasm,嘉年华幻想
changpao,长袍
food fantasy,食物幻想
futami eriko,二见惠理子
goshiki agiri,五色雾
hinagi (fox priest),hinagi（狐狸牧师）
hiraga saito,平贺斋藤
ilya (princess connect!),伊利亚（公主连接！）
isayama yomi,伊萨米读
kagemusha,影武社
kokomine cocona,kokomine 椰子
kyougoku touya,京极斗也
laura matsuda,劳拉松田
leon s. kennedy,莱昂河肯尼迪
lifeline (apex legends),生命线（顶点传奇）
limgae,利盖
long arms,长手臂
maeshima shigeki,前岛茂树
marui hitoha,丸井一叶
migihidari (puwako),migihidari (puwako)
nakano maru,中野丸
nishiide kengorou,西出健五郎
puchiman,普奇曼
queen,女王
rice shower (make up vampire!) (umamusume),大米淋浴（化妆吸血鬼！）（umamusume）
rina-chan board,丽娜酱板
rustle,沙沙
sorimura youji,反村友次
taimanin asagi kessen arena,taimanin asagi kessen 竞技场
tan yang (kancolle),谭阳 (kancolle)
totoro,龙猫
usami ichika,宇佐美一香
uyama hajime,宇山始
watanore,渡野
white corset,白色紧身胸衣
wiggling toes,扭动脚趾
adventurer (ff14),冒险家 (ff14)
amaha masane,这些日子
bort,博尔特
catnnn,猫
eiko carol,不是卡罗尔吗
flower (vocaloid4),花 (vocaloid4)
fur choker,毛皮项链
h&k mp5,h&k mp5
inflatable orca,充气逆戟鲸
jean (sea breeze dandelion) (genshin impact),jean (海风蒲公英) (genshin Impact)
kaiza (rider000),kaiza (rider000)
kozou (soumuden),kozou
kurusugawa himeko,来须川姬子
matsumi kuro,松美黑
mayogii,马约吉
miya (miyaruta),宫 (miyaruta)
munakata atsumi,宗像厚实
paw print soles,爪印鞋底
photobomb,光弹
red sarong,红纱笼
regular mow,普通割草
rejean dubois,雷让·杜布瓦
tiv,蒂芙尼
undine (guilty gear),undine（罪恶装备）
yomosaka,吉坂
zasshu,杂舒
blood+,血液+
cow hat,牛帽
diagonal-striped bowtie,斜条纹领结
fae (fire emblem),fae（火徽）
hyanna-natsu,鬣狗夏
hybrid,杂交种
karochii,卡罗奇
kawai makoto,卡哇伊诚
less end,少结束
mashiroiro symphony,真白交响曲
miyazono kawori,宫园川里
morgan (fire emblem) (female),摩根（火徽）（女）
mysterious heroine x alter (second ascension) (fate),神秘女主角 x alter (second ascension) (fate)
neck biting,咬脖子
panties around ankles,脚踝周围的内裤
particle cannon case,粒子炮箱
pinta (ayashii bochi),品塔（ayashii bochi）
presenting foot,呈现脚
puzzle,谜
ryne,莱恩
shez (fire emblem),shez（火徽）
shima-shuu,岛州
shunsuke,俊介
sukeban,助番
tera zip,太拉拉链
training,训练
ursula hartmann,乌苏拉·哈特曼
venom (marvel),毒液（惊奇）
volo (pokemon),沃洛（口袋妖怪）
well,出色地
yen,yen
yokota mamoru,横田守
zoroark,佐罗亚克
abigail williams (festival outfit) (fate),阿比盖尔威廉姆斯（节日服装）（命运）
adachi sakura,足立樱
air mattress,气垫
aoba (smartbeat),青叶（智能节拍）
basketball hoop,篮球框
bauble,玩具
carnelian (arknights),红玉髓（方舟之夜）
champagne bottle,香槟酒瓶
chomoran,乔莫兰
chups,查普斯
cierra (ra-bit),cierra (ra-bit)
darry adai,达里阿戴
dearmybrothers,亲爱的兄弟们
flonne (fallen angel),flonne（堕落天使）
fujimaru ritsuka (female) (brilliant summer),藤丸立香（女）（灿烂的夏天）
fuyutsuki (kancolle),冬月 (kancolle)
geppewi,格佩维
green border,绿色边框
guile,诡计
gundam 08th ms team,高达08MS小队
hanazono tae,花园泰
hao (patinnko),豪 (patinnko)
hermione granger,赫敏·格兰杰
holding dog,抱着狗
ishtar (fire emblem),伊斯塔（火徽）
jill 07km,吉尔07公里
kanokon,卡诺孔
kei (soundcross),kei (soundcross)
kinako (shiratama mochi),kinako（白玉麻糬）
kuppipi ramutarou,kuppipi ramutarou
mikagami mamizu,三神间水
milk (yes! precure 5),牛奶（是的！预固化剂 5）
north carolina (azur lane),北卡罗来纳州（碧蓝航线）
pink butterfly,粉红色的蝴蝶
plate carrier,板载体
shinkyoku soukai polyphonica,新曲总海和弦
shinx,神克斯
shiro (no game no life),shiro（没有游戏就没有生活）
standing on object,站在物体上
tabata hisayuki,田畑久之
taurine 8000mg,牛磺酸 8000mg
tsubobot,壶机器人
water slide,水上滑梯
yu mei-ren (swimsuit lancer) (fate),Yu Mei-Ren (泳装蓝瑟) (Fate)
yumenosaki school uniform,梦之崎校服
aerial battle,空战
applekun,苹果坤
bad hentai-foundry id,坏无尽代工厂 id
checkered haori,方格外罩
chest guard,护胸
chihaya (clothing),千早（服装）
collei (genshin impact),collei（原神冲击）
d-rex,霸王龙
daye bie qia lian,大业别离
edytha rossmann,伊迪莎·罗斯曼
eyjafjalla (summer flowers) (arknights),eyjafjalla（夏花）（arknights）
forced,被迫
foreskin pull,包皮拉力
fox mccloud,福克斯麦克云
hita (hitapita),希塔 (hitapita)
holding menu,拿着菜单
houkago play,小鬼玩
inoue takuya (tactactak),井上拓哉 (tactactak)
island (kossori),岛（科索里）
kamen rider ryuki (series),假面骑士ryuki（系列）
kitakami kai ni (kancolle),北上启你（kancolle）
kitaku jikan (ktk jkn),北久事馆 (ktk jkn)
kite,风筝
koissa,科伊萨
kujou hikari,九条光
kureha mitsushige,吴羽光重
multiple hands,多手
myoudou gakuen middle school uniform,明堂学园中学制服
nns (sobchan),nns (sobchan)
oukawa yuu,大川悠
pastry box,糕点盒
pc-98 (style),pc-98（风格）
puzzle piece,拼图
sabaku chitai,sabaku chitai
sakuragi matsuri,樱木祭
spicy moo,辣哞
starry moon,满天星斗
suyasuyabi,苏亚苏亚比
wall lamp,壁灯
walther wa 2000,华特华 2000
x-ray vision,X 射线视觉
x-t3al,x-t3al
youko-shima,妖岛
yukimoto shuuji (gurigura),雪本修二 (gurigura)
abbreviated karakusa,简称 karakusa
al azif,阿尔阿齐夫
amami amayu,奄美天友
an yasuri,安苏里
bakkanki,巴坎基
bandaged wrist,包扎手腕
byulzzi,比乌尔齐
christmas wreath,圣诞花环
cinderella bust,灰姑娘半身像
coyote (kemono friends),郊狼（kemono 朋友）
daito,大东
fainting,昏厥
fujiwara no mokou (young),fujiwara no mokou（年轻）
hand grip,手柄
hk416 (black kitty's gift) (girls' frontline),hk416（黑猫的礼物）（少女前线）
jahy,贾希
jan azure,扬天蓝色
kagamine len (append),镜音连（追加）
kirisame mia,雾雨米娅
kodomo no hi,科多莫不嗨
lightning bolt hair ornament,闪电发饰
looking at food,看着食物
mori yuki,森由纪
nakadori (movgnsk),中通（莫夫格涅斯克）
nargacuga (armor),nargacuga（盔甲）
ogiue chika,奥久奇卡
orange-framed eyewear,橙色框眼镜
oyaji-sou,大地庄
pokemon bdsp,宠物小精灵 bdsp
prince of lorasia,洛拉西亚王子
rossiu adai,罗修阿代
ruuto (sorufu),鲁托
sharp sign,尖锐的标志
shiodome miuna,汐留美奈
sora to umi,sora to umi
spain (hetalia),西班牙（黑塔利亚）
takeya yuki,武也由纪
toothbrush in mouth,牙刷在嘴里
utopia,乌托邦
yoisaki kanade,洋崎奏
akiha rumiho,秋叶留美穗
aliza (granblue fantasy),艾丽莎（碧蓝幻想）
anza tomo,安萨托莫
arm pillow,臂枕
boombox,音箱
breath of fire iii,火之呼吸iii
chiba toshirou,千叶敏郎
clam,蛤
crocodile,鳄鱼
cromachina,克罗马瓷
cum bubble,精液泡泡
dyun,端
expressive tail,富有表现力的尾巴
fengxi (the legend of luoxiaohei),凤熙（洛小黑传说）
fingering from behind,从背后指法
gingham apron,格子围裙
head hug,抱头
hyakka ryouran samurai girls,百花 ryouran 武士 女孩
jelly bean,果冻豆
k2isu,k2isu
kagamine rin (append),镜音凛（追加）
kaminari denki,上电电机
kidouko (zakusi),Kidouko (zakusi)
koromaru (persona),小丸（角色）
kuroda bb,黑田bb
ling xiaoyu,凌小宇
linked collar,连环衣领
magion02,魔术师02
mercury (element),汞（元素）
my melody,我的旋律
nanaken nana,娜娜肯娜娜
nanami touko,七海兔子
nanase miori,七濑美织
nishida megane,西田梅根
nitamako (sakamalh),nitamako (sakamalh)
pee stain,尿渍
penguin logistics logo,企鹅物流标志
phone booth,电话亭
pinky swear,勾小指
plusle,加力
pointing down,向下指
prier,窥探者
prism project,棱镜项目
puyo (puyotopia),普约（普约托邦）
racing suit,赛车服
rakudai ninja rantarou,落台忍者乱太郎
red blindfold,红色眼罩
red riding hood (sinoalice),小红帽 (sinoalice)
reiwa,令和
rio rollins,里约罗林斯
rom (20),只读存储器 (20)
saint seiya omega,圣斗士欧米茄
sakaki (noi-gren),sakaki (noi-gren)
sato ame,佐藤
sheikah slate,谢卡石板
sheita,谢塔
shisei (kyuushoku banchou),资生（九州番周）
shpo,商店
sign around neck,在脖子上签名
sitting on railing,坐在栏杆上
standing cunnilingus,站立舔阴
starscream,红蜘蛛
takahashi tetsuya,高桥哲也
takeda aranobu,武田荒信
takemi tae,武见泰
taki (soulcalibur),塔基（灵魂之剑）
tongue grab,舌头抓
vox akuma,隈研吾
white wristband,白色腕带
wireless,无线
zaizen tokiko,财前时子
bunbunmaru,文文丸
cleaning brush,清洁刷
coffee maker (object),咖啡机（对象）
cooperative handjob,合作打手枪
dragonair,龙航
extra penises,额外的阴茎
gotou keiji,后藤圭司
hiranko,平子
holding feather,拿着羽毛
jizou,地走
kanoe soushi,卡诺曹寿司
kitiroku,喜六
konoe konoka,近江 konoka
last period,上一期
lynus,林纳斯
mudra,手印
pon de ring,蓬德林
riz,里兹
sasaki akira (ugc),佐佐木明 (ugc)
stone walkway,石头走道
take (trude1945oneetyan),采取 (trude1945oneetyan)
tristana,特里斯塔纳
u-non (annon'an),u-non (annon'an)
ukyo rst,浮世绘
yusha m,雨莎米
yuyu (00365676),玉玉 (00365676)
aladdin (magi),阿拉丁（魔法师）
ankha (animal crossing),ankha（动物穿越）
buttercup (ppg),毛茛（ppg）
costume chart,服装图
creature on shoulder,肩膀上的生物
erkaz,埃尔卡兹
furau,风
goe (g-o-e),去（去）
h-new,h-新
hat pin,帽针
hijiki (hijikini),羊栖
holding fireworks,拿着烟花
hugging another's tail,拥抱别人的尾巴
kaguyuzu,辉夜津
kazama souta,风间宗太
kinagase tsumugu,激酶tsumugu
kinfuji,金富士
kitsuneno denpachi,狐狸电八
kiyohime (swimsuit lancer) (first ascension) (fate),kiyohime（泳装枪手）（第一次升天）（命运）
kuroba rapid,黑羽快速
late for school,上学迟到
mauser c96,毛瑟 c96
meiji ken,明治研
meme50,模因50
mizin kosutin,米津科苏京
mizuki (arknights),水木（方舟之夜）
monobeno,莫诺贝诺
nagomi (mokatitk),nagomi (mokatitk)
nekonyaa (girls und panzer),nekonyaa（少女与装甲）
orushibu,蛇部
sakamoto ryuuji,坂本龙二
shohei (piranha5hk),翔平 (piranha5hk)
simoyuki,小雪
tsuki tokage,月托影
umino mokuzu (shizumisou),海野木头
victorian maid,维多利亚时代的女仆
yoichi (umagoya),余一（马古屋）
alternate color school swimsuit,备用颜色学校泳衣
amagi-chan (azur lane),蛋酱（碧蓝航线）
bruised eye,瘀伤的眼睛
carrot print,胡萝卜印花
chiester410,切斯特410
chikuwa,尖叫
falkyrie no monshou,法尔基里的梦兽
feet on table,桌子上的脚
flight attendant,空姐
fu hua (azure empyrea),fu hua (azure empyrea)
grenade pin,手榴弹针
howl (howl no ugoku shiro),howl (howl no ugoku shiro)
hydreigon,水龙
instagram,Instagram
iwasaki takashi,岩崎隆
kagura (azumanga daioh),神乐（azumanga daioh）
kamioka shun'ya,神冈春夜
kasai shin,葛西新
kimeemaru,君美丸
konpeitou,金平头
kousetsu samonji,光雪三文寺
mamemochi,豆饼
mata (matasoup),马塔
medicine,药物
mister donut,甜甜圈先生
miwano rag,三和野抹布
ortlinde (fate),奥特林德（命运）
prompto argentum,即兴银
public vibrator,公共振动器
rotated,旋转
simulacrum (titanfall),拟像（泰坦陨落）
source mismatch,源不匹配
stuffed sheep,毛绒羊
sydus,西杜斯
takano yuki (allegro mistic),高野由纪（快板）
thai commentary,泰语评论
wii,wii
ak-12,AK-12
akechi gorou,明智五郎
arcie albano,阿尔西·阿尔巴诺
bouncing,弹跳
c (control),c（控制）
chounorin,乔诺林
dolls in pseudo paradise,假天堂里的玩偶
dr pepper,胡椒博士
feena (grandia),费纳（格兰迪亚）
fluttershy,飘飘的
food on clothes,衣服上的食物
fukurou (owl222),福郎 (owl222)
gatau,加陶
greek mythology,希腊神话
hanya (hanya yashiki),韩亚
hisau maiya,久舞弥耶
hoshinoumi academy uniform,星之海学院校服
icehotmilktea,冰热奶茶
ka (marukogedago),ka (marukogedago)
keroro,克罗罗
langrisser,朗格里瑟
laser sight,激光瞄准器
latin text,拉丁文
leia rolando,莱娅·罗兰多
maitetsu,舞铁
metagross,元凶
metal gear solid 4,金属齿轮实心4
misdreavus,恶作剧
mitsunara,三成
nina (breath of fire ii),尼娜（火焰之息 ii）
ooshio kai ni (kancolle),ooshio kai ni (kancolle)
rudoni,鲁多尼
sakura ani,樱花
shamisen,三味线
sniper (ragnarok online),狙击手（仙境传说在线）
sniper scope,狙击范围
starry sky bright (idolmaster),星空璀璨（偶像大师）
the owl house,猫头鹰屋
uchuu no stellvia,uchuu no stellvia
ukiyo-e,浮世绘
anarogumaaa,anarogumaaa
aogisa,青木沙
avalon (fate/stay night),阿瓦隆（命运/留夜）
bob (biyonbiyon),鲍勃 (biyonbiyon)
bullet (blazblue),子弹 (blazblue)
cloud hair ornament,云发饰
deras,德拉斯
dildo under clothes,衣服下的假阳具
